hash,from,to,value,blockNumber,timeStamp,nonce,gas,gasPrice,gasUsed,isError,txreceipt_status,input,blockHash,contractAddress,tokenID,tokenName,tokenSymbol,tokenDecimal,transactionIndex,cumulativeGasUsed,methodId,functionName,confirmations,tx_type,L1Gas,L1GasPrice,L1FeesPaid,L1FeeScalar
0xc7256f6952e26bf2f22a7d9803ee4822b263884793e83c96c18709908696ae86,0x67d6f959519731ea3402f23767585991f04cdb67,0x0e6ef2da11235434970202d3bdb93b0668934bea,250000000,35154690,1757098727,697295,3600000,4651307,114317,,,deprecated,0xa8b3ab9a8a4e5fc00775b6006f3202eb8fe1637de54a0e487ac2ced5728d27e4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,46,4595984,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",5356276,token,,,,
0x6d93bf0e7b9357b82f3304e1a7e579a4a5fe27f9fa2ccc7b509745e522565efd,0x67d6f959519731ea3402f23767585991f04cdb67,0x1505fab5f174b08157c86f89246a6d43f792d408,300000000,35421015,1757631377,709894,3600000,4958606,114293,,,deprecated,0x0cf8583518bf1b0e02cab44e2e4fa42897459f44f0f4d805d2a35496ae27c348,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,13,2106455,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",5089951,token,,,,
0xaa814733c30078c63b4995330e577a6fdda76152a80b3d5d2a3b86342bc3fa06,0xeea96c34e3a55cca6fc178ea8716bd7bd764893a,0x67d6f959519731ea3402f23767585991f04cdb67,510000000000000000,36061145,1758911637,314,7455570,5814419,5916334,,,deprecated,0xff83945aab8fc094dab8b62de72d62e3e98067171be350d59239626c11b0d1f9,0xb1a03eda10342529bbf8eb700a06c60441fef25d,,Mr. Miggles,MIGGLES,18,137,28191237,0x1239ec8c,"batchTransfer(address token, address[] receivers, uint256[] amounts)",4449823,token,,,,
0x19e6d9150efb1989b3b7dcd7ef5534426699ee9b28e765f19299ce6bf2c1c0ca,0x67d6f959519731ea3402f23767585991f04cdb67,0xebd7afead5ab9119763dd95674a7dbe190d0a5aa,11087401581,36096465,1758982277,741171,3600000,6597540,109509,,,deprecated,0x8a9b1d4c34b54b0d5d52e5998683aaf7615648b43b774b526f5f8725030dc5e4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,9,2947358,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",4414503,token,,,,
0x07a5c52369fe8202fe5685cf8f156953f24c90170eff0484fdf4817145332a79,0x67d6f959519731ea3402f23767585991f04cdb67,0x1544deffa7a2984920582ff5ef8563e7a1067664,500000000,36325477,1759440301,752263,3600000,5237250,114305,,,deprecated,0x306946c53cae90d57ca9c2f2f6962674f6068bd6488176cf350316197d5569ca,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,194,30484343,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",4185491,token,,,,
0x68d016552f6d1dfd06aa5b9e7c515bf8b0a0469359dc5be20d13c27ef287d4e2,0x67d6f959519731ea3402f23767585991f04cdb67,0xa0ccbafda66fc3903214825ce626d211ddcac00a,93000000,37020916,1760831179,783550,3600000,4402362,114317,,,deprecated,0xc854dc261f942b6562614795793eee4a78f3f66422648a5e93b636d840f99b5b,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,56,21037306,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",3490052,token,,,,
0xe1988d5a5adabc8b492ab68960b422235a0b80dffa53e6e69ebe98eb833553c6,0xd152f549545093347a162dce210e7293f1452150,0x67d6f959519731ea3402f23767585991f04cdb67,4200690000000000000,37406833,1761603013,23467,8374495,32080237,8305985,,,deprecated,0x5449f76c99f8e9d752208dea62884d6ce5520a0adfa3b1780485fe89e4ab00f4,0x4b6104755afb5da4581b81c552da3a25608c73b8,,Ski Mask Kitten,SKITTEN,18,17,9760808,0xc73a2d60,"disperseToken(address token,address[] recipients,uint256[] values)",3104137,token,,,,
0x033c1969f8e612609782f3bcdd4645cc416b1f1259beac178c4b736883f0b6f6,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,2200787201,37532782,1761854911,814062,3600000,18897271,114297,,,deprecated,0x4a2a0a38f5b9299452fedc60fc5df66b7ebc0f1ffd7dd0fc5ff961e539597d85,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,134,36790641,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",2978188,token,,,,
0x8e79cc549724f1caf05baebe2f65711a7f26d5d325eb5221ca9286c40886db21,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,2000470050,38381377,1763552101,236582,3600000,247217,114317,,,deprecated,0xf9e395b55f2b605290721ac3bd9431af2ecf97d20c01faf7c0a4b3f44aa7f0dc,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,597,73583161,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",2129593,token,,,,
0x1a9b86f2840315bf5a031bf810020833e9f2d9327858aeea46287c62a0ec2d6b,0x67d6f959519731ea3402f23767585991f04cdb67,0xd15023a14a438bdcb8cb61240cbdded7051e6c64,5001033,38492895,1763775137,836963,3600000,5605759,114305,,,deprecated,0x6b8b6ceab57022f25731ac1caae87cec8ca307cd365988ec44f62a7588c61fa4,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,98,13749757,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",2018075,token,,,,
0x71dcb2910b58abcdc4b17e29fa70a88b737251605bc285741db1e53ff98cd818,0x67d6f959519731ea3402f23767585991f04cdb67,0xebd7afead5ab9119763dd95674a7dbe190d0a5aa,900202374,38497350,1763784047,837116,3600000,4372642,114285,,,deprecated,0x08b729fd564c41bbead032f71008cc01ff9ffe3b2001ee486c0fe32891343ea7,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,18,5912043,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",2013620,token,,,,
0xa8ddc4d803bc6f50cb19ab8eb082c2ce94342806201e362662ea82b3b348e611,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,1500357760,38755867,1764301081,238484,3600000,140517,114317,,,deprecated,0xb1536ea73f02c1831f458c8e67b10cd6cfbb4e82f5f31d281f70a271ac818ebb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,217,43266149,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",1755103,token,,,,
0x84ee3401c5a3d7ffc840c78e0b251eb4ee2565d15fbc7030b3b5bb32ba34f9b5,0x67d6f959519731ea3402f23767585991f04cdb67,0xebd7afead5ab9119763dd95674a7dbe190d0a5aa,20003540,38756272,1764301891,845805,3600000,4141472,114305,,,deprecated,0x6ab0c2b1fdca830408bd8c29e3ec2f553d45be88962b4c6ff64447d471d961da,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,227,33568664,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",1754698,token,,,,
0x4d133c579b224318506628b11b196e3b80ec499e8160c1f3998b1784d5608aa9,0x67d6f959519731ea3402f23767585991f04cdb67,0xebd7afead5ab9119763dd95674a7dbe190d0a5aa,11702225529,38756302,1764301951,845807,3600000,4138548,97229,,,deprecated,0x30bb6c422ed771e63a01eb067429528112dcbf70d6a7c6bd7e2eeab9742bfb2c,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,225,33245130,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",1754668,token,,,,
0x3bcff7d731233ee6372191c4b86f743853fbdbd958e4d6d1e2270b1c84e6633b,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,600151298,38877427,1764544201,238969,3600000,662753,114297,,,deprecated,0x3cfbe12451ebdc4a0fc0e7b735c86fcef3379176b502b2e3d793be7b62570ea9,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,175,35074634,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",1633543,token,,,,
0xeec8aca3d0acf435d057609d7db22d294835a562009119cfa77bf3a5083f13c0,0x67d6f959519731ea3402f23767585991f04cdb67,0x3748b44547391c5092517909bc97fbac24ab853f,250030004,39704827,1766199001,875754,3600000,4500000,114317,,,deprecated,0x80c566436061c2eac8d49148e183cd7c07b977c49c0b155ecef7963e84880faf,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,258,24796204,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",806145,token,,,,
0x93e8464d4329227bc3b74ecc17ec8cbd400f2bd2fd8117b510711b598fd5e1ea,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,4469825112,40073730,1766936807,244127,3600000,1881647,109509,,,deprecated,0x4c8003b5e4b6341f66b213db8030153770bae2a83cd42ef45bf46c2dede75deb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,78,15941277,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",437242,token,,,,
0x96204428e4f882caf34d30c4832007f0df8c39ed0382cb1168742b3372bfad23,0x67d6f959519731ea3402f23767585991f04cdb67,0x41eef46a1de33c2ee7614f48dd627ce7f6e81444,98028467,40090192,1766969731,885716,3600000,5212076,114317,,,deprecated,0x6f7a4e7fe6d1e17eb4162a1148ea0818dbf79b3190f27a61898c3951fac7ffad,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,115,24770381,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",420780,token,,,,
0xdcdc0fafbe1a3e126ff4c65bc5e6fd1afe00f7855a927f8b605b8835dc780545,0x67d6f959519731ea3402f23767585991f04cdb67,0xbfda043f1375932cc39d2845f34ad0d11fb4e2e2,58018195,40095832,1766981011,885885,6000000,6123130,167641,,,deprecated,0x63885e3242261afd352c5c9cc358d52fd65bc2bc52d27da6e20cac54d5dc6cb6,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,170,24082084,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",415140,token,,,,
0xbf78454f595db4d7d9e577be13731f9a24db53c83250992dca5566ddc14291ac,0x67d6f959519731ea3402f23767585991f04cdb67,0x1fee2c39da1b61a39f5535ffb4be5f34b6d1779f,250045008,40207605,1767204557,889076,3600000,6172131,114317,,,deprecated,0xfa377cf7b2cbd0e8dd7f2158cf6d5ab1312fcc63596b66df0eb8943cc91242c8,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,5,363832,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",303367,token,,,,
0xf4226037f4715070dae9c336f8b020f89068e2a3e39d39fae61a81234a7e1988,0x67d6f959519731ea3402f23767585991f04cdb67,0xf3b3dc27ab04e66a22614440093b68f38514ee6f,1029323998,40266067,1767321481,244931,3600000,569065,109485,,,deprecated,0x87f03db8587fe5799f7d7d23beb010c78ef43e2eaabc2d05d764f110e6e2e874,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,140,35757607,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",244905,token,,,,
0xf9681d1addd8cc4dbfcb378c2019f02b6746916f5cbbafc4f8a137ad1d1e9dc2,0x67d6f959519731ea3402f23767585991f04cdb67,0xfa26bf6930a1cf2bdfba4809d0c3324ff94593a2,200031531,40380007,1767549361,893487,3600000,9248594,114285,,,deprecated,0xba1dad82871de0a569f42b76eb7cd277071f5bcc5d067110bedf6190549b9d4a,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,275,47410867,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",130965,token,,,,
0xf21ed140427958423e5fd572eaf39bdd1c15549fd43a474b3fc0829e1c428c2c,0x67d6f959519731ea3402f23767585991f04cdb67,0x8b0d158601006ddcb0a68d7f809107cd6945184f,250057091,40385550,1767560447,893623,3600000,7067768,114293,,,deprecated,0xf500132f3c33b5f90e241c15ae19304336ce2ba476252372b00916ef2a405685,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,,USDC,USDC,6,70,13149643,0xcccbb34c,"batchTransferWithAuthorization(address[] from,address[] to,uint256[] value,uint256[] validAfter,uint256[] validBefore,bytes32[] nonce,uint8[] v,bytes32[] r,bytes32[] s,uint256 _gasLimit)",125422,token,,,,
