created_block,pool,pool_type,stable,token0,token1,tx_hash
3243037,0x44Ecc644449fC3a9858d2007CaA8CFAa4C561f91,vamm,False,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,0x4200000000000000000000000000000000000006,0xda43bea408c7dd80dbac09a032e70effc5293d50d7c981da8bf218cb9ad883b6
3243088,0xE58a1997398d6269c1EDe02e49fDC4E39A4d3A6e,vamm,False,0x4200000000000000000000000000000000000006,0x9065C9F6337fb742709A85402BAD53C78236db36,0xfaa3cdb15ea09ac0766b8fdb0fd22a2aa79ff5829986d2463e5971a458559553
3243717,0x4C29E4dD4A966B27EfC846109B1393677B7E215c,vamm,True,0x5c185329BC7720AebD804357043121D26036D1B3,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x2da3510da8ff4780a9f60d6e9a6beb9f313b54e24c6dae570c9e670f0f65d743
3245330,0x917baB0544BEB0e681D02CC159f50446A7A38633,vamm,False,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xf1ac1aa5700f9e00a3e5f206d0b3ef43b2653c29797c07af0553cc0db4ae26f9
3245727,0x3fF36517cac7333360E1692A0B2F003e4A42Dd59,vamm,False,0xcAD58C7ff0410df842835Eb55ba21649bd267D9c,0xe3Eb37cE83fac09570482A9A86A193b94849e558,0x88a0e9aa6d15f905d71883ef5631850567f69cfd8c05582c19e31ed62b3894a7
3245799,0xc40C51247C7D42F7Ddd73D1a04a290d061232acC,vamm,False,0x4200000000000000000000000000000000000006,0xe3Eb37cE83fac09570482A9A86A193b94849e558,0x931379494a97a770d828cd4ceaaaaeb01edbf3f4bf77f6911316e9db097be4d7
3247886,0x103601D82EF65667A1CeFDEA072F599E00A53457,vamm,False,0x4200000000000000000000000000000000000006,0x5D1A42E32d84560fF46f4F06302fE4C69d28135d,0xe777653654860ee0287c59607a65b41da3368daeeee969160b0dafe5612344d0
3249692,0x80218EeA7490d4a7C48b7A98A2D6373246eB25b1,vamm,False,0x4200000000000000000000000000000000000006,0x8544FE9D190fD7EC52860abBf45088E81Ee24a8c,0x08acfdb857cadb762dff26f4514648d11befd1fd80bfb269ebcdd696ec73b039
3250152,0x3Fc28BFac25fC8e93B5b2fc15EfBBD5a8aA44eFe,vamm,False,0x9483ab65847A447e36d21af1CaB8C87e9712ff93,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x071cb6643d77cd16d59972bd2d579654bb9a4198acf0cb11a16e556e14a183fc
3250544,0x69CD4DdB6a63917f30EA22D96E02E4Ed68c331F0,vamm,True,0x5D1A42E32d84560fF46f4F06302fE4C69d28135d,0xcE71509EA8f3488404770C2a27F69013a00D28bD,0x2097d7e6e217054b66e4d7395c4a724a6f974cd147a90b4f748589b95a5caeee
3252041,0x4F9Dc2229f2357B27C22db56cB39582c854Ad6d5,vamm,False,0x4200000000000000000000000000000000000006,0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,0xfc663582e2094b1a09319da6e3c968560c007cd51d61f5f50c6f96e67be4ead4
3252135,0xffA3F8737C39e36dec4300B162c2153c67c8352f,vamm,False,0x4200000000000000000000000000000000000006,0xFF8adeC2221f9f4D8dfbAFa6B9a297d17603493D,0x0bf5ab9e964334045713f0934897910d56893f351157cac1df20d4fa69ad5d20
3252861,0x60D473C6A68FbF54C9085CEee081aba959035579,vamm,False,0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,0x8901cB2e82CC95c01e42206F8d1F417FE53e7Af0,0x656cc08705a543d22ab0b6f20a7ee261b76eb79f43162730e683ae153eb8de2e
3262423,0x3BA3886536b5B3d4FE63029a7674CB712a9F088f,vamm,False,0x4200000000000000000000000000000000000006,0xd7c9621e3A5051f5e5A5982c8c430Fd4B55Eda22,0x68844b40405d1573d44637d531f5b875a08ff0f82f586a7a034c9f0a75dfbafc
3265952,0xa5e81eCC610Bf665021C6CF9465d2F4BE662B161,vamm,False,0x5D1A42E32d84560fF46f4F06302fE4C69d28135d,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xce2405b9a19f374084046a6d014d51caf5ccb265183fda2091767d91fc671bb1
3266174,0xAd5c9d704F580fFA219d628b3adAcbfB1c5eDB79,vamm,True,0x5D1A42E32d84560fF46f4F06302fE4C69d28135d,0xd359D5440C5b68D43076b6475A5f18a3fef8fbd3,0xe331378abeace96645845d900d0180de9f07edd91af96e0aee07c87dc51657b3
3266344,0x607363389331f4B2D1b955d009506A67c565D75E,vamm,False,0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376,0xf7A0dd3317535eC4f4d29ADF9d620B3d8D5D5069,0xe21b6fd2c5ff08a9b90ab882ddecf70c43d7ce9abd9bc2cb01cf0b493d8b334a
3268610,0xdC0F1F6eCd03ec1C9FFC2A17BaBAbd313477b20E,vamm,False,0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x254e9cd6e9e5e5cf3a82552853fa10a2f5d95704fc36014b2e018cb149439eff
3273707,0x0056D584A4dd680c455Afb01dC00771E3Aa0Dc9d,vamm,False,0x4200000000000000000000000000000000000006,0x6C781131D8D4494fe32d8Bc9394D0Fef6B1A5b8C,0xc91030c6413c434442c16de98f5f5eb732740c907baf20c86d4cd6ff7d7d4e5a
3274676,0x605D7C5CB7c2C5dEE7711CEE06317708F41cefD1,vamm,False,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xF544251D25f3d243A36B07e7E7962a678f952691,0x612efc124f8f907a64a1d214eb5b84d3d36d6ebf4b56223d4fea3daf371a2805
3275440,0x5F43555b02507133eCd5b78218283ed849b07Eac,vamm,False,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xf34e0cff046e154CAfCae502C7541b9E5FD8C249,0x4e4c2afaf6391b0a19630b38e8fab6fea556568afdfa4c4e3b15322a1dfeb115
3275587,0x3f386Acc3A8E9194cF6279C219DF8DD3C5B71974,vamm,False,0x4200000000000000000000000000000000000006,0xf34e0cff046e154CAfCae502C7541b9E5FD8C249,0xfc9e9369a5d20cdafab54ca31d9cc46851227910abbab3c99ddd9057dbc7b57c
3279568,0x84Ff3B6e2046579Fb2f2b891CE18eE10b5fbDbF2,vamm,False,0x2dAD3a13ef0C6366220f989157009e501e7938F8,0x4200000000000000000000000000000000000006,0x1fad446f1908204bde1acfdcd16289d401a6eddf704ccf209e4610b74684d0a1
3281835,0xF4ecEbFe039e4bce40226663F54F8d1Edce80B2b,vamm,True,0x27DCB425C7005DD7558F9583797edA39A8D70ABd,0xfb3E929baB9796D2bee7Cd15Ab7954533D899DaD,0x2d7ea670c676c50d29e4c09ebcdeff710806de0d38a52133a97207a7f8a82aa1
3285661,0x888092c9D44cD647a073f8f1eD11305A31e4fa66,vamm,False,0xac8DA2e2a1A114AAfe50c774c588DCD93a028fc8,0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376,0x0e2429a3e2888e8eeee48bde204d92b9e675c041a1dd04a1a94ef8c1da46d640
3286245,0x74f56160dE6AFA5307A5ED4a6911c22eb78D1eCB,vamm,False,0x4200000000000000000000000000000000000006,0x595675dcbe5D2aD1f4d7b910c50567c0f9230633,0xa029dd33f922a03f4634347fd21f7a58d9c0a4013f5b8032759b812f572b4d50
3289511,0x23E3E430f4c991a338f3eB041e95340584bCE3B3,vamm,False,0x213a8Dc524e37bE4C908702340C6eaaD3670023d,0x4200000000000000000000000000000000000006,0x368eb590ca8dd7b361bcab564f4b2dd64e3f3e949d86d0fd628fc2e9f966cbf9
3295905,0x9d202aBA253145d981F4d97105A62fc7B0F82581,vamm,False,0x4200000000000000000000000000000000000006,0xfd949897b850258b41Af56872AB310D6c7811F27,0x73e96031453542e0737b501f6a1c3908ccf01a1f82f7682610efafe77980084a
3299579,0xbBf71AAD6E1F8D180D3B1D898528654c1d18b2fF,vamm,False,0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,0x940181a94A35A4569E4529A3CDfB74e38FD98631,0xd5a8f1ed2ff8bf053294721f4e930ae8f37bb2f661344fcfee2ad057a8bf6370
3305085,0x669A0dFa8aB0bc8E1199D08258769Cc39C0Bc3C5,vamm,False,0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,0x4200000000000000000000000000000000000006,0x324eda1c4d05bf88898ade935ce1246b020689c86ce79c2905d358507160494f
3305255,0xA56bE957d432a5d0eDc040B27078d9726f54E7f6,vamm,False,0xA61BeB4A3d02decb01039e378237032B351125B4,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x9f68a58d9f6d114de403bcd4d2957c4417830497417cf19d6106844649f5f32b
3306901,0x554EcA2a48136724294CE47fb7bfE9AADfceE3c6,vamm,False,0x22a2488fE295047Ba13BD8cCCdBC8361DBD8cf7c,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x972aec0ab7413d097a3654d64cdf97566d0df2504c936f1536ca368392175da4
3310575,0x6313D896423efbD3d62Cc22a3778A62265fe1e1d,vamm,True,0xc142171B138DB17a1B7Cb999C44526094a4dae05,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xae55c7167d29cc8557d045239c8c0649bdd86db03316b34816b3029c76479b09
3310984,0xBb7E170Df05231f2CEAb51c80f35fe68E47d3af4,vamm,False,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,0xD830162411497FaFF8734CE4200C547faf2FEAE2,0xc8dddfe5c9ccfe2ac6d0b17d58ab07702a6b128e27c556f33f256cccfefcc85e
3312247,0xEDe039272Fce25F0Af30C1Fab8A974f148a8D52A,vamm,False,0x63A522f6E7D5B96F7aeBB74d2648545E9e14078D,0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,0x977ba6a1f7c9d73f5b56146f75d935c234447ee9ff56c91638bc6f66b62b5386
3319710,0x183D4A5d04baa3646817a0B22e587041a53eb50e,vamm,False,0x4200000000000000000000000000000000000006,0xb53Be0BE88bA245B5086E558D00Ad56ee7344556,0xf64fd452d7dd4a5e52489fd8def29d5e57f5aa261dc4f1fe468c88f41d882dee
3320706,0x7df970e41b92b33f3BE04815e006db8Dab11796D,vamm,False,0x4621b7A9c75199271F773Ebd9A499dbd165c3191,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xaf463786aabbc26675ce646d9ae6f16fa1660baf7207958ca643d88836763eaf
3323313,0x171588019BA2305c84121141710861608ed1F7ff,vamm,False,0x4200000000000000000000000000000000000006,0xbbd6CD3A31Cbc5CbD6f89D476D15D5bD2F260AcB,0x3e0ff247c717a92e0adf62621f2979f7e5c31c8a0443d4ee5dd970f79e44585c
3325585,0x1CE21E315fA3E6DCf586B99C828dE1f8C1BB217f,vamm,False,0x4200000000000000000000000000000000000006,0xB75445A717D5A8c268f37045162837CFe72Ac337,0x6e6c4950db6214c3d7fe590d03db87acd5e066c27aec77c0c767d0e907eba340
3325660,0xB304b47e039E20AFAd75FA2ada6CD8D95a9eea41,vamm,True,0x940181a94A35A4569E4529A3CDfB74e38FD98631,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x423e235478ea87c7e3b1c687ca529b6ff19a5437ebd88cf49dbbb82003e9e9d7
3328315,0x688F778C51dB4D990bF1abaF8d33fD95e48C6641,vamm,False,0x2dAD3a13ef0C6366220f989157009e501e7938F8,0x940181a94A35A4569E4529A3CDfB74e38FD98631,0xbd737aaeeed76e751e21ee8e471022577f5c7b8a9eb0e2c4d2a63c83591815b2
3329225,0x4f7f293e7B7b6D1cAA1ca48784C5986f3dE5E19c,vamm,True,0x65a2508C429a6078a7BC2f7dF81aB575BD9D9275,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xb6940aa31855a11841f30e5863232dd4f1357bcbf2f9b8350c3cda8c3a88853f
3330009,0x7B48C97D097217F960C332F2790b344c4494Dc1D,vamm,False,0xbf1aeA8670D2528E08334083616dD9C5F3B087aE,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x495949e9002ece09313b120547c876df297c2c2220eb81e2cc341f9910559670
3331511,0x568Bc06fC5645bD61b2D8A1a516E32F8FaF4b1B6,vamm,True,0x213a8Dc524e37bE4C908702340C6eaaD3670023d,0x940181a94A35A4569E4529A3CDfB74e38FD98631,0x17ff8dd9f85f34fbc48c0709bb87940d06e869f33bd940b5c448fcfa7bbbf67b
3338805,0xB8F01693DDE723cB9124f5d1160Fb0721068eA7f,vamm,False,0x4200000000000000000000000000000000000006,0x60b72C00681A43e423F097ab61CC526a1045B048,0x5f6887d9db0b7bc8a19299a10fe9d05b86284e8b07a3184b081c1581496c894d
3340108,0x30A30f266e1173a75985997B2523EcbC19c60fF3,vamm,True,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,0xbf1aeA8670D2528E08334083616dD9C5F3B087aE,0xcecc93178e2a9d9f74158d732b22a1802bc3e31d21e6e72eb606186a8dcb82a8
3340197,0x6AB07ae2D18375615411cdc9803379F55F7b4Dbb,vamm,False,0x4200000000000000000000000000000000000006,0x5Aacb870842382315B875f72Ef66d4fa8D940C50,0xe130ef232edf7c83121dc5c729feb05cc5999842a348ba0a9647c54a33c4434f
3343829,0x45eA259712987b43FF37216AdF748F74FC6F8E62,vamm,False,0x37DEfBC399e5737D53Dfb5533d9954572F5B19bf,0x4200000000000000000000000000000000000006,0xf9b5ab3d36a7efc4145b777824f617bacc8ca8d366a1c7f0e9ccea0a772668bf
3344233,0x5Aa9e1cDF38dbf3F57BC5CeB827dd44b4CF58c6f,vamm,False,0x26f3901aC8a79c50fb0d8289C74f0d09AdC42E29,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xa1016c457bcc97d779ad5f88f5eb0d5fafce8ec9d5e3fbb9823566754aabb85a
3345773,0x44d7Dd237001AeF7fC7D8CB13ab4452f65CE5E40,vamm,True,0x4200000000000000000000000000000000000006,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x88c8aa30d7ad605084ae3f8d6efbc54ebca9631bff8cd82506ccf491127641d6
3345910,0xfc518E70BbE90A49aF3E0512Cd6Ea57c365b9cA4,vamm,False,0x4200000000000000000000000000000000000006,0x65a2508C429a6078a7BC2f7dF81aB575BD9D9275,0x707a408fb3e86151c02804659202b2b138897aa510d48eda07a081c1265d5fdc
3358494,0x16119F4820f78189370a9Df276F725DCfa1fD007,vamm,True,0x9483ab65847A447e36d21af1CaB8C87e9712ff93,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xa209678867048028c0f09b0a6a5af48450ba40c75f93ff48a1fe86b04e831bd1
3361079,0x2F31A93050Ff9F9C70090f8789fD6D8f047c1041,vamm,False,0x03617dC1ab7f959cc3593bB43ca43e192e6662da,0x4200000000000000000000000000000000000006,0x23f21c7479f6a8097b138f4257966a48adcc8cbe7d704c25963ae51089c6e70f
3364226,0xc43D0bDAB15611969d8A38ac4dae44106221F028,vamm,False,0x4200000000000000000000000000000000000006,0xc0a1CECA76A4e3181998EE7cD785a5D761A9d686,0x647438f1b5e1657d4fed905c6d0824df7a3c34e3a0723b6a8a120b476b340914
3396883,0x54f46b520cd17beA1E7e84dB064F6F74A440524c,vamm,False,0x4200000000000000000000000000000000000006,0xDBE1489B63f65a11745FFADE9233319df1B70dC9,0xe0beb6ca4e660920b57a6b43a7f2a8aa2f264ad7b505995e3ef4592d40807998
3397321,0xC2F2aFBF9286616CaEB4DB1486c265cF22ddCFDa,vamm,False,0x4783689F2907ab06226880939B2dD1BE85D44c41,0xd359D5440C5b68D43076b6475A5f18a3fef8fbd3,0x393c06fb14e1c7ac52dac24cb82a0d370c59811b84bc51bbdb53111ddec3c7b6
3397425,0x679d601AAA86cd555E8bfD48ddC8b4aaDe2A0F27,vamm,False,0x12063CC18A7096D170e5Fc410d8623Ad97ee24B3,0x4200000000000000000000000000000000000006,0xf9e44c8ed64e050eaeda8b137e98b18f798bd08526df695410e4b5527d50363f
3403016,0x4394B1443d819d47E39141EBC4561B60F0C10322,vamm,False,0x2168eb98C6D416Afb85E7beef5abDc4FB4177dfE,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x008dff0fd63fabc68e7e9915542f5b3d3e9f454f7520bebfd447606979480514
3407865,0xcCEe0A53c21538008ba5F04952F1850e8692FfEa,vamm,False,0x1F924Db207529d3035116Eb8F67a1B62A6Af8769,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xa8f3b6ae8334a3bd7bd0acbc7ace0d1df0d33cfef05a9ad81eafef64d9a9dc45
3416594,0xdc04a6978cbe9045371df5102b64035836Cc3092,vamm,False,0x4200000000000000000000000000000000000006,0xF37923311D71c986D701cddb3394777322294E3a,0x70d593830fe22c05fced5ee27e5a59b4fb58e83f37ecc305d22dfc808c4f55f8
3429269,0x1Be197A85666Cd1e14c270780D9c6b04ff835122,vamm,False,0x4200000000000000000000000000000000000006,0xbeFD5C25A59ef2C1316c5A4944931171F30Cd3E4,0x309789ec86d2f010076b841fdb531e35640458bd9e668dc766bf6036ebda66fc
3432812,0x7a823ff83d2A87AE7570a9934B0dC8B87Be9C14A,vamm,True,0xC19669A405067927865B40Ea045a2baabbbe57f5,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0x9de615904c274f730cfa1fb037a6fab7e957ad0760d39069c4e6441aada1def5
3433165,0x1be76d01d0b29f5E0B6B2fd6006131996e674afd,vamm,True,0xB79DD08EA68A908A97220C76d19A6aA9cBDE4376,0xf7A0dd3317535eC4f4d29ADF9d620B3d8D5D5069,0x6cb6e39ef1090b8c4b12b64ee4258a114c7e6eef38b39090c4c97152b5f09cd3
3439925,0x5F45e48F9C053286cE9Ca08Db897f8b7eb3f7992,vamm,True,0x4200000000000000000000000000000000000006,0x9CBD543f1B1166b2Df36b68Eb6bB1DcE24E6aBDf,0x8d5fb2cb5a9f23c935932f84d27356dbcea452367221c2eaa7daee072cfaeef0
3452612,0x0912d404B3ca2070b9C74003a828A9b76bd5c1b3,vamm,False,0x2B6A85CD35D15691357eea61d88cB3f401A92FC3,0x4200000000000000000000000000000000000006,0x6da8934388e0e1028141106740cb61e9b41754ebd1e048dcd69731b96f0e0550
3454440,0xDd4dB4770918847057EA73805A428CB2E9d2c9Af,vamm,False,0x4200000000000000000000000000000000000006,0xFA7D088f6B1bbf7b1C8c3aC265Bb797264FD360B,0x557a9b7fb2fb36afb1c4c9a5208bf27ebd33f2c77c1201ad9f8e0bcc26f5de68
3463564,0x5Dca56718A186AbE7eA7f219aD96325CB0C1247f,vamm,False,0x4200000000000000000000000000000000000006,0x9CBD543f1B1166b2Df36b68Eb6bB1DcE24E6aBDf,0x6622b8e6ae573bc334acffa1ab8a850800ab62a2ac271d78ecbe58d12ae1c38f
